ID,smiles,density,DetoD,DetoP,DetoQ,DetoT,DetoV,HOF_S,BDE
TIBGET,[O-][N+](=O)c1ccc2c(c1)[C@]1(OCc3c(N1)cccc3)C(=O)N2,1.5154,4.47,8.1,2.225,1.174,527,-306.8,296.9
OXONOG,O=[N+](c1nonc1N[N+](=O)[O-])[N-]c1nonc1/N=N/c1nonc1[N-][N+](=O)c1nonc1N[N+](=O)[O-],1.8795,8.934,37.0,6.988,4.45,636,1550.2,131.6
ROHBAR,O=C(c1ccncc1)N/N=C/c1ccc(cc1)[N+](=O)[O-],1.4414,4.739,8.8,2.721,1.579,580,9.1,291.3
XALQEJ,COc1cc2c(cc1OC)c(=O)ccn2c1ccc(cc1)[N+](=O)[O-],1.4155,4.312,7.2,2.33,1.28,549,-449.7,287.7
JENZAG,[O-][N+](=O)c1ccc2c(c1)nc(o2)c1ccccc1,1.4639,4.257,7.2,2.554,1.191,466,-112.6,293.4
WOBLUU,[O-][N+](=O)Cn1cnc(n1)[N+](=O)[O-],1.7583,8.044,28.9,5.42,3.684,679,82.1,179.6
LESLIG,COC(=O)c1cc(NC(=O)c2ccc(cc2)[N+](=O)[O-])c(cc1O)O,1.5091,4.507,8.2,2.008,1.016,505,-984.7,289.0
LANFIR,Oc1ccc(c(c1)/C=N/NC(=O)c1cccc(c1O)C)[N+](=O)[O-],1.4928,4.662,8.7,2.336,1.329,568,-473.4,285.3
ACERIK,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccccc1[N+](=O)[O-],1.5033,5.301,11.3,3.752,2.056,548,105.7,274.3
VIFSAF,[O-][N+](=O)c1ccc2c(c1)nc([nH]2)C,1.4429,4.777,8.9,2.372,1.5,632,-63.8,299.9
SANQAA,[O-][N+](=O)/C=C/c1nc2c(n1C)cccc2,1.382,4.641,8.2,2.529,1.673,661,29.7,296.1
DIFPUF,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])n1cc2c(n1)cccc2,1.5353,5.24,11.2,3.959,1.873,473,155.0,246.7
KIRHOI,N#CC(c1ncc(cn1)[N+](=O)[O-])(C#N)CCC#C,1.3764,5.161,10.1,4.192,2.337,557,526.7,274.7
QUZBET,Oc1ccc(cc1)/C=N/NC(=O)c1ccccc1[N+](=O)[O-],1.4287,4.563,8.1,2.596,1.428,550,-227.5,270.0
DIWWEL02,CN(c1cccc2c1c(ccc2)[N+](=O)[O-])C,1.2826,4.157,6.2,2.2,1.597,725,-8.3,248.8
JUPSES,COc1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-],1.7101,7.309,23.4,5.109,3.105,607,-196.3,246.9
HUTHUB,Cc1ccc(c(c1)/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])O,1.5239,5.294,11.4,3.378,1.915,566,-141.9,296.3
MACINA10,OC(=O)/C=C/c1ccc(c(c1)[N+](=O)[O-])N(C)C,1.39,4.684,8.4,2.389,1.587,664,-403.6,256.7
LANLOC,CC(OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C,1.4373,5.337,11.1,3.423,1.961,573,-539.4,277.6
BUDVIH,C=C1C(=NO[C@@]1(O)c1ccc(cc1)[N+](=O)[O-])C,1.4503,5.01,9.9,3.276,1.881,574,-200.9,293.1
OWUQEE,Oc1ccc(cc1/C=N/c1ccccc1)[N+](=O)[O-],1.4117,4.278,7.1,2.371,1.316,555,-151.9,304.1
DUDNOH,CCOC(=O)c1nnn(c1)c1ccc(cn1)[N+](=O)[O-],1.4937,5.357,11.5,3.059,1.823,596,-163.0,284.3
NMBZYA01,COc1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-],1.3595,4.267,6.8,2.423,1.483,612,-105.3,293.1
KUNLAG,O=C(Nc1cc(C)cc(n1)C)Cc1cccc(c1)[N+](=O)[O-],1.2614,3.748,5.0,1.405,0.994,707,-325.0,293.1
MEGMIV,O[C@H]1CCN(C1)/C(=N/C(=O)OCc1ccc(cc1)[N+](=O)[O-])/C,1.3935,4.455,7.6,1.72,1.255,729,-681.3,295.3
XOKKOY,COc1ccc(c(c1)O)/C=N/c1cccc(c1)[N+](=O)[O-],1.4473,4.469,7.8,2.368,1.364,576,-323.4,290.4
LAPVAC,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1cnnn1,1.6547,6.777,19.7,4.779,2.816,589,150.4,237.7
LOJBER,CCCCNc1ccc(cc1)[N+](=O)[O-],1.215,4.03,5.6,1.525,1.408,923,-187.8,313.6
JAXTAE,[O-][N+](=O)c1cccc(c1)/C=N/N=C/c1cccc(c1)[N+](=O)[O-],1.4473,5.063,10.1,3.746,1.97,526,148.8,287.1
CUTWOD,[O-][N+](=O)[C@H]1C(=C[C@](C(=O)[C@@]1(C)[N+](=O)[O-])(C)[N+](=O)[O-])C(C)(C)C,1.3868,5.603,12.0,3.731,2.652,710,-517.9,97.6
WIGVEP,[O-][N+](=O)c1ccc(cc1)/C=C/C=N/c1cccc2c1cccc2,1.3318,3.63,4.9,1.936,1.148,593,101.0,292.8
PUHFEE02,[O-][N+](=O)C[C@]1(O)C(=O)Nc2c1cccc2,1.5341,4.936,10.0,2.57,1.383,538,-435.1,226.4
CAWWED,CN(c1nc(ccc1[N+](=O)[O-])Nc1ccccc1)c1ccccc1,1.3065,3.864,5.5,1.667,1.166,699,50.0,270.2
NEGKES,[O-][N+](=O)c1ccccc1n1nc(cc1N)C(C)(C)C,1.2707,4.214,6.3,1.669,1.437,861,-49.6,250.3
MINPAB,Cc1ccc(c(c1)C)/N=C/c1ccccc1[N+](=O)[O-],1.3008,3.851,5.4,1.84,1.297,705,-16.3,273.9
KUHKEF,CCOC(=O)[C@@H]([C@@H]1C(=C(NC)Oc2c1cccc2)[N+](=O)[O-])C#N,1.3571,4.408,7.3,2.122,1.349,635,-536.7,357.3
IDITAR,OC(=O)c1cccc(c1C(=O)N)[N+](=O)[O-],1.6926,5.497,13.2,2.451,1.307,533,-606.2,259.6
GEVSOS,COC(=O)/C(=C(\N)/C)/C=C/[N+](=O)[O-],1.4425,5.316,11.1,2.66,1.922,722,-472.7,316.0
SANXOV,[O-][N+](=O)c1ccc(cc1)[C@H]1Nc2ccccc2[C@H]2[C@@H]1CCO2,1.3532,3.871,5.6,1.651,1.124,680,-236.9,292.9
WADBEK,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-],1.6547,5.974,15.3,3.936,1.991,505,-253.2,273.1
HNIMOZ,[O-][N+](=O)c1cnc2n1CCO2,1.6689,6.444,17.9,3.964,2.434,614,-90.0,322.6
CTMTNA,[O-][N+](=O)N1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-],1.806,8.837,35.4,6.291,4.76,756,79.0,156.0
WIJCEX,N#C/C(=C\C=C\c1ccc(cc1)[N+](=O)[O-])/N(c1ccccc1)C,1.2832,3.898,5.5,2.13,1.408,660,166.3,298.4
LAPVUW,[O-][N+](=O)Nc1c(cc(cc1[N+](=O)[O-])n1cnnn1)[N+](=O)[O-],1.7871,7.744,27.0,5.506,3.333,605,357.7,127.7
EZETAF,COc1ccc(cc1)n1nccc1c1ccccc1[N+](=O)[O-],1.376,4.271,6.9,2.339,1.42,607,-35.5,263.9
BIHVUK,COc1ccc(cc1OC)/C=N/Nc1ccc(cc1)[N+](=O)[O-],1.3643,4.583,7.9,2.496,1.671,669,-216.0,310.6
MOCJUK01,[O-][N+](=O)c1cc(cc(c1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.7926,7.556,25.8,5.636,2.977,528,-63.7,255.2
SOLTAP,O=C1C=CC=C/C/1=C/Nc1cc(ccc1O)[N+](=O)[O-],1.4839,4.576,8.4,2.609,1.358,520,-294.4,295.7
CAVDAF,O=C1ON([C@@H](N1c1ccccc1)c1ccccc1[N+](=O)[O-])C,1.4163,4.558,8.0,2.504,1.5,599,-218.8,280.2
FADGUM,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@@H](c1ccccc1)C,1.419,4.682,8.5,3.1,1.537,496,-474.9,277.5
WOVXUA,[O-][N+](=O)c1ncn(c1)c1ncn(c1)c1ccccc1,1.4978,4.88,9.6,2.534,1.557,614,162.5,306.9
FUXNAN,CNc1ccc(cc1)[N+](=O)[O-],1.3687,4.905,9.1,2.656,1.956,736,-80.0,313.3
XINFAE,CC1=NN(C(=O)/C/1=N\Nc1ccc(cc1O)[N+](=O)[O-])c1ccccc1,1.4902,4.796,9.2,2.486,1.477,594,-124.8,296.7
ITASIH,O[C@@H](c1ccccc1[N+](=O)[O-])Nn1c(C)nnc1C,1.3787,5.042,9.7,2.512,1.924,766,-64.9,272.1
SAFYAB,N#Cc1nn(c(c1)N)c1ccc(cc1)[N+](=O)[O-],1.4671,5.152,10.5,3.185,1.869,586,245.8,290.0
XUMRIH,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/Cc1ccccc1,1.3995,4.94,9.4,3.102,1.991,641,6.6,298.5
QETTEO01,C/C(=N\N=C(\c1ccccc1)/C)/c1ccc(cc1)[N+](=O)[O-],1.2987,4.049,6.0,2.042,1.464,717,90.2,294.2
FIJHAH,O=C1c2cc(cc(c2c2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.6948,6.497,18.4,4.782,2.231,466,-141.2,234.8
HADCAT,[O-][N+](=O)c1cc(/N=N/c2cc(cc(c2C)[N+](=O)[O-])[N+](=O)[O-])c(c(c1)[N+](=O)[O-])C,1.6336,6.415,17.5,4.777,2.606,545,60.6,261.5
CIQRIE,[O-][N+](=O)c1ccc(cc1)OCCCCOc1ccc(cc1)[N+](=O)[O-],1.3914,4.746,8.6,2.87,1.742,607,-498.4,302.7
EVINOM,O=C1C=Cc2c(/C/1=C/Nc1ccc(cc1)[N+](=O)[O-])cccc2,1.4502,4.009,6.3,2.078,1.115,536,-118.8,296.0
HEYLEF,Cc1cnc(nc1c1cccc(c1)[N+](=O)[O-])c1ccccc1,1.3458,3.808,5.4,1.802,1.109,615,40.8,291.6
SINBEX,CCOC(=O)c1c(C)nc(c(c1N)C#N)Oc1ccccc1[N+](=O)[O-],1.4038,4.423,7.5,2.095,1.235,589,-492.8,267.3
VINDAX,COc1ccc(cc1)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.5409,5.842,14.0,4.233,2.27,536,-191.9,233.6
QAZDOK,CC1=C(C)C[C@H]2[C@](C1)([N+](=O)[O-])[C@H](O)NC1=C2[N+](=O)O[N-]1,1.503,5.831,13.7,3.601,2.573,714,-193.9,217.1
UNOWEB,N#Cc1cn2c(c1c1ccccc1[N+](=O)[O-])c1ccccc1CC2,1.3138,3.631,4.8,1.856,1.056,568,101.2,268.6
MUGSEM,O=C1Cc2ccccc2[C@H](N1)c1ccc(cc1)[N+](=O)[O-],1.4122,3.97,6.1,1.803,1.054,584,-242.3,289.9
KOFKIZ,O=NN1CN(CCN(C1)[N+](=O)[O-])[N+](=O)[O-],1.7088,8.048,28.4,5.688,4.343,763,85.2,170.3
XAVPEQ,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccn1)[N+](=O)[O-],1.5068,5.496,12.2,3.944,2.154,546,164.6,295.8
MIFWOO,O=C1Nc2n[nH]c(c2[C@@H](C1)c1ccc(cc1)[N+](=O)[O-])C,1.4167,4.461,7.7,1.95,1.284,658,-195.1,294.4
QUXTIO,[O-][N+](=O)c1ccc(cc1)/C=N/c1c(nc2n1cccc2)c1ccccc1,1.3667,3.842,5.6,1.88,1.107,589,159.3,294.3
ISAYAC02,Nc1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])C,1.5228,6.023,14.8,4.279,2.553,596,-103.8,262.3
BUZVOH,Cc1ccc(c(c1)[N+](=O)[O-])N/N=C\1/C=CC(=O)C2=CC=CC=C1C2,1.3828,4.382,7.3,2.642,1.659,627,122.8,304.8
SOWXUX,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1Nc1ccccc1)non2,1.6253,6.03,15.4,4.581,2.3,502,235.3,282.5
SAPFUN,Nc1ccc(cc1/N=C/c1ccc(cc1)N(C)C)[N+](=O)[O-],1.3103,4.134,6.3,1.707,1.346,788,1.2,312.6
LAPCUC,O=C(c1cccc(c1)[N+](=O)[O-])N/N=C/c1cccc(c1)[N+](=O)[O-],1.507,5.156,10.7,3.581,1.788,499,-87.4,287.8
FADTOW,[O-][N+](=O)c1ccc2c(c1)n(nc2)C(=O)C(C)(C)C,1.3279,4.377,7.1,1.981,1.437,725,-236.2,286.8
IFIFOS,COc1ccccc1/N=C/c1ccc(cc1)[N+](=O)[O-],1.3364,4.226,6.6,2.435,1.491,612,-102.2,292.3
RUSCOZ,N#C/C(=C\c1ccc(cc1)n1cncc1)/c1ccc(cc1)[N+](=O)[O-],1.4166,4.159,6.7,2.307,1.308,566,245.6,290.7
KETYEO,O=c1cc(C)c2c(o1)cc(c(c2[N+](=O)[O-])O)[N+](=O)[O-],1.653,6.007,15.5,3.697,1.867,505,-531.2,235.4
RUJJEM,Oc1ccc(c(c1)/C=N/NC(=O)c1cc2ccccc2cc1O)[N+](=O)[O-],1.4742,4.357,7.6,2.287,1.167,510,-406.5,285.0
HUDLOI,CC(NC(=O)c1cccc(c1[N+](=O)[O-])C)C,1.1799,3.867,5.0,1.495,1.206,806,-393.7,264.0
DMNPYO,[O-][n+]1cc(C)c(c(c1)C)[N+](=O)[O-],1.4993,5.777,13.4,3.988,2.658,666,-55.6,277.4
LOJKAX,N#Cc1cccc(c1C)[N+](=O)[O-],1.3692,4.738,8.5,3.375,1.866,552,63.1,268.8
PUTCUC,[O-][N+](=O)c1cc(cc2=[N+]3[N+](=C(C=N3)[N+](=O)[O-])N=c12)[N+](=O)[O-],1.7799,7.521,25.4,5.644,3.128,554,404.4,264.1
YIFMIK,COc1c(cc(cc1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-],1.3325,5.174,9.9,3.423,2.414,705,-340.0,252.2
BETVUR,[O-][N+](=O)c1ccc(cc1)[C@@H]1NC[C@H]2[C@@H](O1)CCCC2,1.3056,3.925,5.6,1.318,1.126,854,-380.3,295.6
AREJEO,O/N=C/1\[C@@H](CCc2c1cccc2)[N+](=O)[O-],1.4213,4.916,9.4,2.943,1.919,652,-119.3,151.4
WOVXOU,[O-][N+](=O)c1ncn(c1)c1ccccc1,1.4982,4.984,10.0,2.903,1.72,592,65.1,304.1
YUYCOK,[O-][N+](=O)c1ccc(o1)/C=N/O,1.6143,6.687,18.9,4.917,2.824,574,-111.4,302.7
BUGKIY,[O-][N+](=O)c1cn(c(n1)[N+](=O)[O-])N,1.7495,8.121,29.3,5.71,3.881,679,132.3,279.2
MODPOL,[O-][N+](=O)c1cc(ccc1C)c1nnn[nH]1,1.5228,5.687,13.2,3.436,2.252,655,220.8,277.1
OLIJEY,COC(=O)c1cc(OCC(C)C)c2c(n1)c(ccc2)[N+](=O)[O-],1.2913,4.13,6.2,1.885,1.249,662,-636.5,267.7
NNAPMP,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1Oc1c(C)cccc1C)cccc2,1.4353,4.524,8.0,2.926,1.551,530,-220.2,246.5
XIKXUM,[O-][N+](=O)/C(=C\c1nc2c(n1C)cccc2)/c1ccccc1,1.3591,3.993,6.0,1.953,1.254,642,61.4,215.4
RAJHIT,CN([C@H](c1ccccc1)C)c1ccc(cn1)[N+](=O)[O-],1.2742,3.989,5.7,1.688,1.323,784,-49.8,309.2
SOBGAR,[O-][N+](=O)N1[C@@H]2NC(=O)N([C@@H]2N([C@H]2[C@@H]1NC(=O)N2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.9454,8.587,34.9,5.036,3.431,681,-201.5,139.9
CEDZUG,[O-][N+](=O)[C@]12[C@H]3[C@H]4[C@@H]2[C@H]2[C@@H]1[C@@H]3[C@@]42[N+](=O)[O-],1.6618,6.792,19.9,6.901,3.585,519,414.9,257.6
JITLUT,CC(N1CCCO[C@@H]1c1ccc(cc1)[N+](=O)[O-])C,1.229,4.009,5.6,1.519,1.36,895,-345.8,293.9
DIWSUY,CCCC(=O)Nc1cc([N+](=O)[O-])c(cc1C)C(=O)OC,1.3494,4.208,6.6,1.541,1.109,719,-778.1,257.4
PAWVIV,[O-][N+](=O)O[C@]12C[C@H]3N([C@@H](C2)N([C@@H](C1)N3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.8398,8.254,31.2,5.557,3.808,685,-114.7,134.0
TIJROU,CC(=O)C(=NNc1ccccc1[N+](=O)[O-])C(=O)C,1.4429,5.027,9.9,2.847,1.792,629,-258.5,280.9
YELQEO,CCOC(=O)c1nocc1C(=O)c1ccc(cc1)[N+](=O)[O-],1.476,4.93,9.7,3.028,1.52,501,-530.6,286.8
UJEMEB,NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1.6232,6.269,16.7,3.966,2.21,557,-261.2,276.0
REBPEU,CC[C@@H]([C@H]1NC(=C(N([C@@H]1OC)CC)C#N)C#N)[N+](=O)[O-],1.3143,4.873,8.7,2.211,1.952,882,-108.5,215.8
KAWTOR,OCc1cccc(c1)N(Cc1cccc(c1)[N+](=O)[O-])O,1.4026,4.617,8.2,2.549,1.666,653,-269.0,291.8
KUHCEW,Cc1ccc(cc1)/N=C/c1ccccc1[N+](=O)[O-],1.3143,3.992,5.8,2.172,1.419,653,37.8,273.3
EGUQOM,O=C1N2CC[C@H]2C[C@H]1[C@@H](c1ccc(cc1)[N+](=O)[O-])O,1.3855,4.468,7.6,2.109,1.442,683,-414.8,295.2
ZAYRIA,CC(=O)Nc1c(O)cc(cc1[N+](=O)[O-])C(=O)O,1.5958,5.174,11.2,2.151,1.204,559,-847.1,248.8
HEHVAR,[O-][N+](=O)c1cn[nH]c1C,1.4567,6.042,14.4,3.901,2.752,705,11.8,323.5
LOFSII,O=C1/C(=C/Nc2ccc(cc2)[N+](=O)[O-])/C=CC=C1O,1.5167,4.626,8.7,2.572,1.339,520,-304.0,292.8
MERVEN,[O-][N+](=O)c1c(N)c(n2cncn2)c(c(c1N)[N+](=O)[O-])N,1.669,6.497,18.2,3.785,2.421,639,90.3,317.9
YIRSIC,O=C1C=CC(=C/C/1=C/Nc1ccccc1O)[N+](=O)[O-],1.455,4.485,7.9,2.536,1.32,520,-313.3,312.5
SESSIT,CC1=NN([C@@H](C1)c1ccco1)c1ccc(cc1)[N+](=O)[O-],1.3608,4.509,7.6,2.523,1.667,661,-41.8,312.9
TINXIY,COC(=O)c1cc(=O)n2c(c1[N+](=O)[O-])N(C)CC2,1.479,5.096,10.4,2.56,1.586,619,-561.8,267.2
QOFQOR,ON1C(c2ccc(cc2)[N+](=O)[O-])N(C(C1(C)C)(C)C)O,1.3001,4.822,8.5,2.386,2.091,876,-296.8,296.2
XEXYII,CO[C@@H]1N([N+](=O)[O-])[C@H](OC)N([C@@H](N1[N+](=O)[O-])OC)[N+](=O)[O-],1.6167,7.578,24.3,5.155,3.885,753,-436.3,156.1
BURKUU,COCOc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.5124,6.087,15.0,4.293,2.53,589,-384.5,264.8
FOCCEI,CC(=O)Oc1cccc(c1C)C(=O)Nc1ccc(cc1)[N+](=O)[O-],1.4015,4.068,6.4,1.756,1.002,570,-657.9,300.2
EQAWEA,CCOC(=O)/C(=N/Nc1ccccc1[N+](=O)[O-])/C,1.3438,4.779,8.5,2.441,1.742,713,-354.7,305.5
QUZNUV,O=CNCCc1ccc(cc1)[N+](=O)[O-],1.3441,4.538,7.7,2.188,1.515,692,-301.2,294.9
DUPHOL,OC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])C,1.5898,6.651,18.5,3.798,2.658,699,-634.1,149.7
OMITIP,OC[C@H]1O[C@H](C[C@@H]1O)n1nnc(c1)c1ccc(cc1)[N+](=O)[O-],1.4744,5.045,10.1,2.501,1.647,658,-444.2,296.9
WANVEP,[O-][N+](=O)OCc1c(CO[N+](=O)[O-])onc1c1noc(c1CO[N+](=O)[O-])CO[N+](=O)[O-],1.7858,8.036,29.1,5.808,3.581,616,-405.5,145.2
SEGFAL,[O-][N+](=O)c1nn(c(n1)[N+](=O)[O-])C,1.6727,7.818,26.4,5.551,3.773,679,104.7,264.9
KODJAO,OC(=O)/C=C/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.637,6.033,15.5,3.872,2.004,517,-396.1,259.1
NPHDZB,CC/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.4636,5.836,13.5,4.096,2.698,658,7.5,298.3
MOMHAZ,[O-][N+](=O)c1ccc(cc1)c1nnn2c1COCc1c2cccc1,1.4918,4.612,8.5,2.496,1.451,581,43.2,294.3
XIQYAY,N#Cc1c(cc(c(c1N)[N+](=O)[O-])c1ccccc1)c1ccco1,1.4088,4.162,6.7,2.473,1.271,513,28.9,272.8
ZIFCEW,COc1ccc(cc1)/C(=N/N=C(/c1ccc(cc1)[N+](=O)[O-])\C)/C,1.2988,4.141,6.2,2.048,1.474,719,-88.6,295.3
XIDKIF,CC(Oc1cccc2n1cc(c2)c1ccc(cc1)[N+](=O)[O-])C,1.3247,3.843,5.4,1.692,1.152,680,-224.7,300.7
LIPVEN,[O-][N+](=O)c1cccc(c1)/C=C/c1ccc2c(n1)c(O)ccc2,1.3774,3.869,5.7,2.059,1.105,536,-124.3,290.7
YUNXOU,[O-][N+](=O)c1ccc(cc1)CCc1ccc(cc1)[N+](=O)[O-],1.4254,4.712,8.6,3.045,1.755,576,-139.1,293.2
NUNCOO,OC[C@@H](c1ccccc1)Nc1ccc(cc1)[N+](=O)[O-],1.2021,3.806,5.0,1.812,1.258,694,-258.1,307.9
DUKLAX,[O-][N+](=O)c1cc(ccc1N1CC(C1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.7244,7.378,24.0,5.526,3.262,590,-4.5,169.7
PONQOZ,CCOC(=O)c1ccc(c(c1)[N+](=O)[O-])NCC,1.3669,4.452,7.5,1.776,1.337,752,-544.8,308.1
DOYLAG,O=C(C(=O)c1cn(c2c1cccc2)C)c1ccc(cc1)[N+](=O)[O-],1.4138,4.075,6.4,2.229,1.134,508,-280.8,286.6
VETMUD,[O-][N+](=O)c1cc(OCc2ccccc2)ccc1N,1.391,4.338,7.2,2.216,1.423,642,-184.8,312.5
RAYXUK,COc1cc(=O)c2c([nH]c1=O)ccc(c2)[N+](=O)[O-],1.5067,4.994,10.1,2.992,1.486,496,-424.3,292.4
VUCBAW,[O-][N+](=O)C1(CC(C1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.8312,8.813,35.5,6.601,4.386,664,-107.9,169.4
CEQXEB,CC(=NNc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C,1.5701,6.562,17.9,4.904,3.007,613,1.8,239.8
ACISAI01,[O-][N+](=O)c1cnn(c1)Cc1ccc(cc1)Cn1ncc(c1)[N+](=O)[O-],1.5065,5.433,11.9,3.421,2.102,614,154.6,317.0
YUGBEH,C[C@H]([C@H](c1ccccc1)O)/N=C/c1ccc(cc1)[N+](=O)[O-],1.2799,3.854,5.3,1.719,1.22,709,-237.3,289.2
CIGSUJ,[O-][N+](=O)OCc1onc(n1)c1noc(n1)CO[N+](=O)[O-],1.8321,8.104,30.0,5.458,3.396,622,-93.9,144.3
IKIMIY,CN(c1nc(N([N+](=O)[O-])C)c(nc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.7223,8.013,28.3,5.811,3.888,669,136.5,115.1
NEQGOH,COc1ccc(c(c1)Nc1ncnc2c1cc(cc2)[N+](=O)[O-])OC,1.4507,4.562,8.2,2.216,1.37,618,-245.0,294.9
DELXEX,[O-][N+](=O)c1cc(ccc1N/N=C/1\[C@H]2C[C@H]3[C@H]4[C@@H]1[C@@H]2[C@@H]3C=C4)[N+](=O)[O-],1.4654,5.166,10.6,3.547,2.193,618,189.1,300.9
REVRER,CCn1nc2c(c1)c(ccc2)[N+](=O)[O-],1.3852,4.852,9.0,2.658,1.869,703,24.0,301.0
TAXDUU,[O-][N+](=O)OCc1onc(c1)c1noc(c1)CO[N+](=O)[O-],1.609,7.077,21.1,5.474,3.215,587,-145.7,150.4
LIBXEZ,[O-][N+](=O)c1ccc2c(c1)cn(n2)c1ccccc1,1.4663,4.469,7.9,2.584,1.453,562,134.0,299.2
IVEQIL,CCOC(=O)C1=N[C@H](O[C@@H]1c1ccc(cc1)[N+](=O)[O-])C(C)C,1.314,4.198,6.5,1.728,1.264,731,-680.6,292.8
DEKZID,[O-][N+](=O)c1c(O)c(C(=O)C)c(c(c1O)[N+](=O)[O-])O,1.7522,6.633,19.6,3.598,2.03,564,-783.1,259.5
KUPCIJ,[O-][N+](=O)NC(=O)OCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.6992,8.249,29.7,5.742,3.977,692,-457.3,137.0
LAPVIK,[O-][N+](=O)c1cc(cc(c1N)[N+](=O)[O-])n1cnnn1,1.7588,7.114,22.6,4.685,2.821,602,274.8,283.4
WOQXOR,O/N=C/c1ccc(c(c1)[N+](=O)[O-])O,1.5642,5.838,14.1,3.907,2.163,553,-213.0,318.5
BUTDID,O=C(c1ccccc1)Nc1ccc(cc1)[N+](=O)[O-],1.4413,4.21,6.9,2.106,1.169,555,-216.0,300.6
LEVKEE,CC([C@@H]([N+](=O)[O-])Cc1ccccc1)([N+](=O)[O-])C,1.3015,4.872,8.6,2.887,2.173,752,-280.3,184.9
XERGUW,O=C1[C@@H]2[C@@H]([C@@H]2[N+](=O)[O-])C(=O)N1Cc1ccccc1,1.432,4.522,8.0,2.484,1.357,546,-356.4,229.5
HABMED,CC1=CC=C[N+](=O)/C/1=[NH+]/[N+](=O)[O-],1.4598,6.041,14.4,4.475,2.965,662,30.8,87.8
DOZPAL,COC(=O)c1cnc2c(c1)c(ccc2)[N+](=O)[O-],1.4693,4.638,8.5,2.794,1.348,482,-321.3,271.7
SUVLAW,[O-][N+](=O)c1cccc(c1)N/N=N/c1cccc(c1)[N+](=O)[O-],1.5152,5.542,12.4,4.02,2.195,546,186.2,287.3
WUMHES,O=CN1C[C@@H]2[C@]([C@@H]1C(C)C)(C2)[N+](=O)[O-],1.2771,4.613,7.6,1.984,1.794,904,-332.8,263.5
OXIMOZ,CCOC(=O)c1c(C)[nH]c(c1O)c1ccc(cc1)[N+](=O)[O-],1.4314,4.309,7.2,1.786,1.103,617,-691.4,307.6
HASHEO,[O-][N+](=O)[C@]12[C@H]3[C@]4([C@@H]2[C@]2([C@@H]1[C@@]3([C@@H]42)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.8138,8.154,30.2,7.196,3.973,552,377.9,238.4
BUXJAH,N#Cc1cccc(c1C#N)[N+](=O)[O-],1.4694,5.061,10.2,4.235,1.782,420,270.8,257.3
VUJWEC,OC[C@@H]1CC[C@@H](N1C(=O)c1ccccc1[N+](=O)[O-])OC,1.3482,4.414,7.3,1.87,1.346,719,-685.8,261.5
GISDIX,O=[N+](c1ccccc1)/N=[NH+]/c1ccc(cc1)[N+](=O)[O-],1.4309,5.13,10.3,3.477,2.112,607,171.6,303.1
DABTEI,O=Cc1c(nc2n1cc(cc2)[N+](=O)[O-])c1ccc(cc1)OC,1.4711,4.525,8.1,2.527,1.334,527,-216.8,290.7
JIRTAG,[O-][N+](=O)c1ccc(cc1)/C=C/n1c2ccccc2c2c1cccc2,1.3796,3.52,4.7,1.69,0.964,570,47.2,298.2
